Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1999-12-17,93.71145711423429,93.91624613764826,93.09709004399237,93.50666809082031,4775400,17,4,50,12,1999
1999-12-20,93.42475211822826,93.8343301634638,92.46224371192471,92.83086395263672,4608700,20,0,51,12,1999
1999-12-21,92.7899246514232,94.40775825271706,92.62609340065927,94.24392700195312,7981300,21,1,51,12,1999
1999-12-22,94.1210191029721,94.48963928222656,93.69096222717523,94.48963928222656,5377500,22,2,51,12,1999
1999-12-23,95.03234934733074,95.99485778808594,95.02210989583334,95.99485778808594,5721700,23,3,51,12,1999
1999-12-27,96.00506186286651,96.18937192190359,95.06303267223258,95.86170959472656,2691000,27,0,52,12,1999
1999-12-28,95.59551158446745,96.00508961182163,95.33952531737107,95.80030059814453,4084500,28,1,52,12,1999
1999-12-29,95.88223740799775,96.20989990234375,95.22691241930575,96.20989990234375,3001000,29,2,52,12,1999
1999-12-30,96.41464426876956,96.7013488184218,95.8002773766576,96.09722137451172,3641300,30,3,52,12,1999
1999-12-31,96.23038321474766,96.66044025826962,95.84128398489445,96.25086212158203,3172700,31,4,52,12,1999
2000-01-03,97.15193183482539,97.15193183482539,94.28488494256662,95.30883026123047,8164300,3,0,1,1,2000
2000-01-04,94.05959692325489,94.40773825739278,91.50997362324505,91.58164978027344,8089800,4,1,1,1,2000
2000-01-05,91.70451796736036,92.74894191026688,89.94333249500819,91.74547576904297,12177900,5,2,1,1,2000
2000-01-06,91.49973789360476,92.72847206406497,90.27100372314453,90.27100372314453,6227200,6,3,1,1,2000
2000-01-07,91.95025206839037,95.51358032226562,91.78642088430415,95.51358032226562,8066500,7,4,1,1,2000
2000-01-10,95.84126281738281,96.27131976592236,95.04258562723795,95.84126281738281,5741700,10,0,2,1,2000
2000-01-11,95.55454893343176,95.73885903638951,94.03911030911244,94.6944351196289,7503700,11,1,2,1,2000
2000-01-12,94.75587706026316,94.75587706026316,93.6295374799056,93.75241088867188,6907700,12,2,2,1,2000
2000-01-13,94.6739382283441,95.51357298226192,93.89574016373733,95.02207946777344,5158300,13,3,2,1,2000
2000-01-14,96.02559693174466,96.6399641545965,95.65697659803354,96.31230163574219,7437300,14,4,2,1,2000
2000-01-18,95.24741229119854,96.08704761778189,95.14501773917618,95.55459594726562,6488500,18,1,3,1,2000
2000-01-19,95.22691040622944,96.33277130126953,95.02212135159239,96.33277130126953,6157900,19,2,3,1,2000
2000-01-20,96.31226295181301,96.31226295181301,94.24389413230777,94.85826110839844,5800100,20,3,3,1,2000
2000-01-21,95.34974779354344,95.34974779354344,94.40771849833231,94.6534652709961,6244800,21,4,3,1,2000
2000-01-24,95.4521543239066,95.57502772573956,91.35637426280783,91.97074127197266,7896900,24,0,4,1,2000
2000-01-25,92.08339235783673,93.01518249511719,91.0901655082081,93.01518249511719,9942500,25,1,4,1,2000
2000-01-26,92.40078934467584,92.75917006576003,91.8069012925935,92.27791595458984,5158100,26,2,4,1,2000
2000-01-27,92.95376422188498,93.19951112002612,90.51677414865205,91.90933990478516,10922700,27,3,4,1,2000
2000-01-28,91.37686169860334,91.7864397429718,88.81699892130047,89.04226684570312,11916200,28,4,4,1,2000
2000-01-31,89.00128781309695,91.53043163383268,88.46883648241575,91.45875549316406,10768700,31,0,5,1,2000
2000-02-01,91.58166487666297,92.85135701046286,90.78298756669207,92.35986328125,8419900,1,1,5,2,2000
2000-02-02,92.58510186495799,93.21994773043326,91.99121379725533,92.4417495727539,6205900,2,2,5,2,2000
2000-02-03,92.31890398256125,93.87530076665058,91.74549464105466,93.83434295654297,7997500,3,3,5,2,2000
2000-02-04,93.8343583541091,94.36680997287968,93.13807546802448,93.44525909423828,4925400,4,4,5,2,2000
2000-02-07,93.42473037960866,93.56808266208505,92.68749006973013,93.3018569946289,5845800,7,0,6,2,2000
2000-02-08,94.34634909086695,94.7354484250815,94.12108105526904,94.57161712646484,4936400,8,1,6,2,2000
2000-02-09,94.67396147486858,94.67396147486858,92.57487407465788,92.58511352539062,8511500,9,2,6,2,2000
2000-02-10,92.81040514004941,93.42477234088823,92.31891137937836,92.76944732666016,6690600,10,3,6,2,2000
2000-02-11,92.95371406902434,93.01515076041167,90.45528861927309,90.88534545898438,9849800,11,4,6,2,2000
2000-02-14,91.60211098578668,91.60211098578668,90.63960277735119,91.41780090332031,8528800,14,0,7,2,2000
2000-02-15,91.25398017628959,92.5441509014032,90.30171130775335,92.45199584960938,11078300,15,1,7,2,2000
2000-02-16,91.99122824771798,92.35984848557617,90.95704369150478,91.09015655517578,8845400,16,2,7,2,2000
2000-02-17,92.03218485169491,92.03218485169491,90.57818282132769,90.619140625,7584200,17,3,7,2,2000
2000-02-18,91.00822417014741,91.00822417014741,88.22309399752363,88.67362976074219,9409200,18,4,7,2,2000
2000-02-22,88.59173183348423,89.34945122272114,87.50635000565836,88.44837951660156,16415400,22,1,8,2,2000
2000-02-23,88.87844597229423,90.08670134380698,88.14120540662542,89.49281311035156,12119000,23,2,8,2,2000
2000-02-24,89.5747253510619,89.79999329318849,87.21965141064761,87.69066619873047,17375000,24,3,8,2,2000
2000-02-25,88.59174778150475,89.59521418032439,87.24013997901301,87.37325286865234,10559900,25,4,8,2,2000
2000-02-28,87.403942069622,89.57470539187597,86.97388518502451,89.20608520507812,13397800,28,0,9,2,2000
2000-02-29,89.16516644112248,90.06623840332031,88.96037735880479,90.06623840332031,8242500,29,1,9,2,2000
2000-03-01,90.18910603749295,91.09017794159142,89.92288024764567,90.7215576171875,6868000,1,2,9,3,2000
2000-03-02,90.88536111705598,91.17206572625805,90.00476838879248,90.78296661376953,7600200,2,3,9,3,2000
2000-03-03,92.03223673277348,92.87187218138135,91.56122172501786,92.48277282714844,12770300,3,4,9,3,2000
2000-03-06,92.27793244854922,92.6260737826871,90.92632491601387,91.58164978027344,11967100,6,0,10,3,2000
2000-03-07,91.74545154130088,91.84784601846751,88.61218054000199,89.81019592285156,20062000,7,1,10,3,2000
2000-03-08,89.43139077452219,90.33246272187255,88.4893610113832,89.69761657714844,11808500,8,2,10,3,2000
2000-03-09,89.94337788322063,92.31893157958984,89.20613708089915,92.31893157958984,5500900,9,3,10,3,2000
2000-03-10,91.8683732787378,93.05614983918515,91.43831624823102,91.8274154663086,7924600,10,4,10,3,2000
2000-03-13,89.57470078323175,92.05264746699284,88.9193760404189,90.82391357421875,10540500,13,0,11,3,2000
2000-03-14,91.27445119559383,91.80690255998366,89.22656133255605,89.53374481201172,8263900,14,1,11,3,2000
2000-03-15,89.6975951179842,92.03219005941119,89.16514364011489,91.62261199951172,10300800,15,2,11,3,2000
2000-03-16,92.81035107505288,96.23032650081058,92.3188576006925,95.90266418457031,25601400,16,3,11,3,2000
2000-03-17,95.79735475294339,97.23452038361336,95.5509835019714,96.53646850585938,10272900,17,4,11,3,2000
2000-03-20,96.49545066934611,96.80341487361,95.11987722363416,96.04376983642578,12502300,20,0,12,3,2000
2000-03-21,95.6126192154423,98.38429703251008,94.93509797127017,98.01473999023438,13612600,21,1,12,3,2000
2000-03-22,98.26114225179087,99.10291133501767,97.68627556080672,98.61016845703125,8260000,22,2,12,3,2000
2000-03-23,97.99421216951056,100.82748291734053,97.99421216951056,100.2936782836914,11654500,23,3,12,3,2000
2000-03-24,100.43743336312305,102.32628125139111,99.67778801675438,100.88911437988281,11462900,24,4,12,3,2000
2000-03-27,100.76591890900775,101.03282130220602,99.73937124286057,99.82149505615234,8798600,27,0,13,3,2000
2000-03-28,99.3697524159518,100.50921961824216,98.93860266373382,99.24656677246094,6334400,28,1,13,3,2000
2000-03-29,99.57512944019093,100.18079259864159,98.32274121424214,99.34928894042969,6747500,29,2,13,3,2000
2000-03-30,98.6512418412621,99.811240834817,96.65973914436253,97.68628692626953,9491900,30,3,13,3,2000
2000-03-31,98.30217153116355,100.06783292458044,97.52199556663051,98.79491424560547,9249100,31,4,13,3,2000
2000-04-03,98.63069013485239,99.36980438232422,97.68626637419393,99.36980438232422,8508200,3,0,14,4,2000
2000-04-04,99.69829329999659,100.51953130082028,92.89228336817021,98.63068389892578,19585500,4,1,14,4,2000
2000-04-05,97.15244022492439,99.0823492234753,96.98819265057963,98.01473999023438,8387200,5,2,14,4,2000
2000-04-06,98.71285434992635,99.65727849720102,97.89161596099186,98.86683654785156,6378500,6,3,14,4,2000
2000-04-07,99.57510475476714,99.94466184457865,98.87705247401207,99.49298095703125,6023600,7,4,14,4,2000
2000-04-10,99.69827218033005,100.59136831703606,98.75384867944554,99.10287475585938,9624200,10,0,15,4,2000
2000-04-11,98.5485959048086,99.61620569377736,97.48098611583984,98.81549835205078,9006400,11,1,15,4,2000
2000-04-12,98.79486891093148,99.30814233627922,96.02319241405374,96.10531616210938,10779200,12,2,15,4,2000
2000-04-13,96.88557766958994,97.33725868436659,94.46292495396976,94.77088928222656,12225800,13,3,15,4,2000
2000-04-14,93.70325406859902,93.82643976632286,87.70821677937226,89.35069274902344,29604000,14,4,15,4,2000
2000-04-17,88.8168883552348,92.47139739990234,88.4883931602085,92.47139739990234,23918200,17,0,16,4,2000
2000-04-18,92.34819771752016,94.91456604003906,91.83492405301638,94.91456604003906,11069200,18,1,16,4,2000
2000-04-19,94.9350845536811,95.34570343150843,93.64163508852496,94.03172302246094,6553700,19,2,16,4,2000
2000-04-20,94.31921944085643,94.56559093264795,93.53904305018325,94.48346710205078,8537600,20,3,16,4,2000
2000-04-24,92.96413589236187,94.15493091925167,92.30714553269853,93.45687866210938,12893100,24,0,17,4,2000
2000-04-25,95.01723713403109,97.33723449707031,94.89405143333875,97.33723449707031,14102000,25,1,17,4,2000
2000-04-26,97.21405071614583,97.72732447916667,95.92060083333334,96.23883056640625,7711100,26,2,17,4,2000
2000-04-27,93.94964458517832,96.8034471632683,93.94964458517832,95.92061614990234,15595300,27,3,17,4,2000
2000-04-28,96.57762183789778,97.14222315604026,95.3047025024493,95.32523345947266,8743400,28,4,17,4,2000
2000-05-01,96.29016474161664,97.55281828780201,95.81795284629527,96.61865997314453,7328300,1,0,18,5,2000
2000-05-02,95.59207460348853,96.65968368411168,94.68871307373047,94.68871307373047,9411900,2,1,18,5,2000
2000-05-03,94.60661616757326,94.60661616757326,91.83493795953889,92.47139739990234,12630700,3,2,18,5,2000
2000-05-04,93.29264218904942,93.52874812768808,92.4714041416106,93.1694564819336,5963600,4,3,18,5,2000
2000-05-05,92.67672260732088,94.60663220525801,92.5945987946427,94.29866790771484,7862400,5,4,18,5,2000
2000-05-08,93.78537604886476,94.19599503331689,93.18997852140919,93.59033203125,5064100,8,0,19,5,2000
2000-05-09,93.99070631092178,94.21654680227611,92.15318594944787,92.84097290039062,5620300,9,1,19,5,2000
2000-05-10,92.30713227561158,92.61509646247416,90.50040904601775,90.74678039550781,10293900,10,2,19,5,2000
2000-05-11,92.06076664071355,92.96412831158585,91.40377633462461,92.8204116821289,7091100,11,3,19,5,2000
2000-05-12,93.16941821809932,94.25755818406654,93.04623256157473,93.82640838623047,5960800,12,4,19,5,2000
2000-05-15,93.78536519267837,95.66394682909038,93.29262246837358,95.44837188720703,4441300,15,0,20,5,2000
2000-05-16,96.29018300027607,97.04982836722921,95.46894476573213,96.37230682373047,8192200,16,1,20,5,2000
2000-05-17,95.71525221250798,96.04374728659639,94.9145454694175,95.36622619628906,5907200,17,2,20,5,2000
2000-05-18,95.67421980494504,96.12590067097697,94.19599151611328,94.19599151611328,4325600,18,3,20,5,2000
2000-05-19,93.66222799890753,94.1036435846104,92.24559193316341,92.71780395507812,6518400,19,4,20,5,2000
2000-05-22,92.79990581357549,92.94362248187085,90.00769625812278,92.01972961425781,10839400,22,0,21,5,2000
2000-05-23,92.26612573084624,92.51249722812487,90.37727758504343,90.66471099853516,7979200,23,1,21,5,2000
2000-05-24,90.66467024043283,92.43033184384704,89.67918469434116,92.14289855957031,11081500,24,2,21,5,2000
2000-05-25,92.43034356220377,93.16945781547773,90.47990317161974,90.56202697753906,8278900,25,3,21,5,2000
2000-05-26,91.19851590930551,91.77338273628898,90.22329539924428,90.66471099853516,4814000,26,4,21,5,2000
2000-05-30,91.97864090768914,93.90854989102013,91.62961481495907,93.6211166381836,5362700,30,1,22,5,2000
2000-05-31,93.66216084419769,94.60658421088623,93.35419670288621,93.82640838623047,6056500,31,2,22,5,2000
2000-06-01,94.40132353095598,95.5510569188928,93.94964255712365,95.46893310546875,8961600,1,3,22,6,2000
2000-06-02,97.85048001937851,97.95313474033883,96.89579111444752,97.13189697265625,8962200,2,4,22,6,2000
2000-06-05,96.88554655057247,97.37828931751754,96.49545852674098,96.65970611572266,6998100,5,0,23,6,2000
2000-06-06,96.33123142510202,97.09087668570065,95.85901950635152,96.22857666015625,4858900,6,1,23,6,2000
2000-06-07,96.33124982023759,97.23461192426369,95.9206306820439,96.8958511352539,4919500,7,2,23,6,2000
2000-06-08,96.90608690201387,97.07033450693254,95.96166317373152,96.51599884033203,5723100,8,3,23,6,2000
2000-06-09,96.90611244645665,97.21407678685851,95.67425508484914,96.31071472167969,3085300,9,4,23,6,2000
2000-06-12,96.5570540029083,96.5570540029083,95.18148040771484,95.18148040771484,3678900,12,0,24,6,2000
2000-06-13,95.14041975426416,97.07032900262429,95.01723405756032,96.9676742553711,6558700,13,1,24,6,2000
2000-06-14,97.3987992471531,97.80941813099437,96.70074714462291,97.13189697265625,6420500,14,2,24,6,2000
2000-06-15,97.31670354695493,97.72732254926275,96.47493459222387,97.33723449707031,5881200,15,3,24,6,2000
2000-06-16,97.66935228076578,97.66935228076578,96.06416697147381,96.53749084472656,5567900,16,4,24,6,2000
2000-06-19,96.45509694235321,98.22491523487345,96.31104196505505,97.77217102050781,5106900,19,0,25,6,2000
2000-06-20,97.5869670395716,98.0397112982959,96.80495422904784,97.42233276367188,6480000,20,1,25,6,2000
2000-06-21,96.76383914447698,97.75164524378256,96.73297020387368,97.38121795654297,3115000,21,2,25,6,2000
2000-06-22,97.17534447534914,97.25766158206268,95.4878437877213,95.89942932128906,7490500,22,3,25,6,2000
2000-06-23,96.02294873324308,96.2287415937944,94.74703299782493,95.07630157470703,4863300,23,4,25,6,2000
2000-06-26,95.73482805837588,96.31104800369715,95.4055595181923,96.3007583618164,5201300,26,0,26,6,2000
2000-06-27,96.13613323708525,96.61974645148565,95.49817537979109,95.59078216552734,4159500,27,1,26,6,2000
2000-06-28,95.89948071897055,96.79467973426567,95.69368784189122,95.85832214355469,5347700,28,2,26,6,2000
2000-06-29,95.32323929051275,95.98177634951456,94.51035760830737,94.95281219482422,6345700,29,3,26,6,2000
2000-06-30,94.7881788917192,95.87888090675635,94.75730996676532,95.67308807373047,7420200,30,4,26,6,2000
2000-07-03,95.77601055337091,97.09308504314653,95.61137624214896,96.99018859863281,1436600,3,0,27,7,2000
2000-07-05,96.39337630341974,96.57858987872521,95.07630199013647,95.24093627929688,2748200,5,2,27,7,2000
2000-07-06,95.44672720632667,96.45511220699721,94.97340363458335,95.9817886352539,5963200,6,3,27,7,2000
2000-07-07,96.59920037892026,97.9780129961737,96.31109027979268,97.5252685546875,3034800,7,4,27,7,2000
2000-07-10,97.38115972576573,98.06027601294879,97.15478763003803,97.36058044433594,2816100,10,0,28,7,2000
2000-07-11,97.11366949944374,98.20437186932519,96.9078765994661,97.56641387939453,5431600,11,1,28,7,2000
2000-07-12,98.30726503786278,98.86290584925534,97.91625854095689,98.2043685913086,5883000,12,2,28,7,2000
2000-07-13,98.77028574825154,99.02752683000028,98.24551394148408,98.63652038574219,5356000,13,3,28,7,2000
2000-07-14,99.06872101145342,99.6037826538086,98.56452831000335,99.6037826538086,5341900,14,4,28,7,2000
2000-07-17,99.42884304507679,100.08738034766242,99.23333978337169,99.43913269042969,4208300,17,0,29,7,2000
2000-07-18,99.19217404488417,99.19217404488417,98.34842318682603,98.6262435913086,4262100,18,1,29,7,2000
2000-07-19,98.43074564759252,98.71885571221017,97.62815332472901,97.83394622802734,8506800,19,2,29,7,2000
2000-07-20,98.122046202347,99.19216918945312,97.99857047306551,99.19216918945312,4538900,20,3,29,7,2000
2000-07-21,98.61593856520942,98.61593856520942,97.25770568847656,97.25770568847656,5656900,21,4,29,7,2000
2000-07-24,97.54585371648639,98.02946712626222,96.51688901483568,96.70210266113281,5628500,24,0,30,7,2000
2000-07-25,97.29885215581248,97.36059000616515,96.66089436883486,97.0107421875,4757100,25,1,30,7,2000
2000-07-26,96.7844309524889,96.9079067308676,95.90981085563992,96.06415557861328,12062500,26,2,30,7,2000
2000-07-27,96.10531350198944,96.5580580195577,95.28214165186535,95.7348861694336,7652600,27,3,30,7,2000
2000-07-28,95.96125685903877,96.08473263453828,93.19334155825801,93.57405853271484,6229500,28,4,30,7,2000
2000-07-31,94.129678819563,94.91169189239714,93.55345866063257,94.17083740234375,5265500,31,0,31,7,2000
2000-08-01,94.58243595922025,95.30271125481917,94.25316725266073,94.7470703125,3946600,1,1,31,8,2000
2000-08-02,94.74705138988672,95.75543660233338,94.58241706948726,95.22037506103516,7439800,2,2,31,8,2000
2000-08-03,94.08850812942693,96.02296127119554,93.92387381948916,95.87890625,4607100,3,3,31,8,2000
2000-08-04,96.35219775948333,96.6197284239159,95.75539858497991,96.39335632324219,3686600,4,4,31,8,2000
2000-08-07,96.61978443966636,97.75164559923647,96.39341220775233,97.54585266113281,4159800,7,0,32,8,2000
2000-08-08,97.13425433049437,97.99858455970639,97.13425433049437,97.91626739501953,3658700,8,1,32,8,2000
2000-08-09,98.21463434915515,98.2660825599195,97.05190478588071,97.09306335449219,5383800,9,2,32,8,2000
2000-08-10,97.15482010196446,97.37090262919824,96.33164856964534,96.61975860595703,4193400,10,3,32,8,2000
2000-08-11,96.55801234387836,97.4635009506837,95.85831660225605,97.07249450683594,5089400,11,4,32,8,2000
2000-08-14,97.31946788913216,98.49248748517371,96.8461441924838,98.3072738647461,2966700,14,0,33,8,2000
2000-08-15,98.34838260576306,98.65707181670393,97.83390058752826,98.22490692138672,5564600,15,1,33,8,2000
2000-08-16,98.32782054929999,98.73940623598604,97.36059418558773,97.87507629394531,5191600,16,2,33,8,2000
2000-08-17,97.91626962383143,99.0687099556798,97.68989741578977,98.9040756225586,5652200,17,3,33,8,2000
2000-08-18,99.02753529717877,99.02753529717877,98.26610163009738,98.57479095458984,4626400,18,4,33,8,2000
2000-08-21,98.80115871175975,99.25390303412149,98.38957296415816,99.10984802246094,2380600,21,0,34,8,2000
2000-08-22,99.15094502872714,99.64484761915666,98.84225590970868,98.94515228271484,3075300,22,1,34,8,2000
2000-08-23,98.6570805750551,99.6243068552027,98.30723277159747,99.33619689941406,5483200,23,2,34,8,2000
2000-08-24,99.54202390101172,99.76839608685235,99.10985881895233,99.6449203491211,4529000,24,3,34,8,2000
2000-08-25,99.54204477199838,99.85073418104943,99.39798971444122,99.6037826538086,2822200,25,4,34,8,2000
2000-08-28,99.6037629452594,100.69446530808973,99.6037629452594,99.94332122802734,5518700,28,0,35,8,2000
2000-08-29,99.72720543296448,100.01531539500772,99.377357621912,99.9638671875,3561900,29,1,35,8,2000
2000-08-30,99.64490827942213,99.76838400219712,99.00695037841797,99.00695037841797,3964800,30,2,35,8,2000
2000-08-31,99.48033773725462,100.81799225792518,99.37744123566456,100.32408905029297,4863100,31,3,35,8,2000
2000-09-01,100.92087457375449,101.14724684543297,100.0977026767418,100.42697143554688,3191200,1,4,35,9,2000
2000-09-05,100.01536570460165,100.23144828482764,99.31566973053653,99.62435913085938,3470800,5,1,36,9,2000
2000-09-06,99.56261587242575,100.06680853238326,98.47191338353808,98.49249267578125,4322200,6,2,36,9,2000
2000-09-07,98.94519053084376,99.49054151858655,98.66737021633328,99.33619689941406,4265500,7,3,36,9,2000
2000-09-08,98.96576319230215,99.10981816055877,98.33809511632685,98.65707397460938,3518200,8,4,36,9,2000
2000-09-11,98.61595033638059,99.56259760588675,97.91625452848474,98.51305389404297,3937500,11,0,37,9,2000
2000-09-12,98.61594954725066,98.94521816009625,97.75161943853102,97.79277801513672,4769100,12,1,37,9,2000
2000-09-13,97.46354651753856,98.34845625154493,97.23717426000205,98.05005645751953,7691600,13,2,37,9,2000
2000-09-14,98.69823652181618,98.73939508583696,97.5663760112449,98.54389190673828,3397100,14,3,37,9,2000
2000-09-15,97.83214678503062,97.873408761743,96.38797760009766,96.38797760009766,4085700,15,4,37,9,2000
2000-09-18,96.63556668340684,97.02755553203723,95.20171273710095,95.50086212158203,5109300,18,0,38,9,2000
2000-09-19,95.81031861057171,96.59429623916812,95.53180024251772,96.36735534667969,6588200,19,1,38,9,2000
2000-09-20,96.18164580834794,96.40858662857356,94.51053613214113,95.65555572509766,6508100,20,2,38,9,2000
2000-09-21,95.37706967628267,96.09915434828568,94.1598412291919,94.20110321044922,5972300,21,3,38,9,2000
2000-09-22,94.15981088081568,95.93407550302211,94.02570948495125,95.91344451904297,7791300,22,4,38,9,2000
2000-09-25,96.34671650891495,96.42924046309817,94.88191632216271,95.2326431274414,9726300,25,0,39,9,2000
2000-09-26,95.31514040336081,95.72776005878661,94.01538848876953,94.01538848876953,5302400,26,1,39,9,2000
2000-09-27,94.77878488783388,95.04698780545291,93.82975917933577,94.51058197021484,7186200,27,2,39,9,2000
2000-09-28,94.53114070892333,96.60455398723997,94.3351464189332,95.72773742675781,7036400,28,3,39,9,2000
2000-09-29,96.03726635195049,96.3673622191108,94.82003784179688,94.82003784179688,9333600,29,4,39,9,2000
2000-10-02,95.25329618683955,95.66591605336258,94.50026493043504,94.96446228027344,5517800,2,0,40,10,2000
2000-10-03,95.41830744659691,96.2229158769574,93.93287649823908,94.0772933959961,9347200,3,1,40,10,2000
2000-10-04,94.32488424957394,95.23264779003354,93.58216862556155,94.86128997802734,6148900,4,2,40,10,2000
2000-10-05,94.6755934600764,95.62461880310615,94.61370050292228,95.19136810302734,4566900,5,3,40,10,2000
2000-10-06,94.98504623122378,95.49050531738037,92.26175646091068,93.12825775146484,10014900,6,4,40,10,2000
2000-10-09,93.29333567619324,93.29333567619324,92.01421431132725,92.42683410644531,4508000,9,0,41,10,2000
2000-10-10,92.48870950561191,93.25205598156722,90.9001235961914,90.9001235961914,6104700,10,1,41,10,2000
2000-10-11,90.85887969181395,91.51907136986529,89.20840049668564,90.13679504394531,10346000,11,2,41,10,2000
2000-10-12,90.63194523305401,90.83825514708327,87.66108247103266,87.88802337646484,12336900,12,3,41,10,2000
2000-10-13,87.76422538566676,90.8795046600522,87.72296340852257,90.81761169433594,11778800,13,4,41,10,2000
2000-10-16,90.71445752009716,91.26117872188986,90.23994477891857,91.23023223876953,5659000,16,0,42,10,2000
2000-10-17,91.39525620525977,91.47778013862795,88.73385935413594,88.96080017089844,7831700,17,1,42,10,2000
2000-10-18,87.5578956248818,89.8685658204489,85.92804789765142,88.63070678710938,10897300,18,2,42,10,2000
2000-10-19,90.34311307391118,92.06580088886246,90.07491018056548,91.97296142578125,8767300,19,3,42,10,2000
2000-10-20,91.35403346951476,93.21082276767564,91.35403346951476,92.36495208740234,7373500,20,4,42,10,2000
2000-10-23,92.38557617988272,93.10766085301714,91.72538447873126,92.7775650024414,5290000,23,0,43,10,2000
2000-10-24,93.0664093208868,93.70597010318507,91.7666567633129,92.15864562988281,5750700,24,1,43,10,2000
2000-10-25,91.60161874973136,92.13802462529284,89.86861515176346,89.99240112304688,9137600,25,2,43,10,2000
2000-10-26,90.52878595325137,90.87951279035376,88.4863179018904,90.23995208740234,9345800,26,3,43,10,2000
2000-10-27,91.02396711041796,91.95236206054688,90.1987271547478,91.95236206054688,9762900,27,4,43,10,2000
2000-10-30,91.39528862815553,93.1489228343391,91.20960971220669,92.7775650024414,10154100,30,0,44,10,2000
2000-10-31,93.09735850097442,94.8613084515192,92.46811319697892,94.37648010253906,7752400,31,1,44,10,2000
2000-11-01,93.91225423141383,94.57244582530777,93.2314316502107,94.05667114257812,6753600,1,2,44,11,2000
2000-11-02,94.51059812869272,95.00574206125955,94.08766268629189,94.2114486694336,11395100,2,3,44,11,2000
2000-11-03,94.71690530123661,94.90258427046143,93.99482042091789,94.26302337646484,5187100,3,4,44,11,2000
2000-11-06,94.51054465731858,95.26357562872049,94.42802071524714,94.92316436767578,4042500,6,0,45,11,2000
2000-11-07,94.50024545669555,95.06759765625,94.11857215881348,94.90254974365234,5231300,7,1,45,11,2000
2000-11-08,95.10885017296641,95.10885017296641,92.79817962646484,92.79817962646484,6123300,8,2,45,11,2000
2000-11-09,92.42684825513278,93.23145697878238,90.61132087869268,92.44747924804688,10635300,9,3,45,11,2000
2000-11-10,91.76663987001801,92.07610470770916,90.13679172484457,90.19868469238281,8569500,10,4,45,11,2000
2000-11-13,89.5385001408114,90.43594824130109,87.81581240768749,89.49723815917969,17285300,13,0,46,11,2000
2000-11-14,90.75571686880929,92.1792550511116,90.44625204656965,91.84915924072266,7668900,14,1,46,11,2000
2000-11-15,91.80789704927136,92.49903515065353,90.94139554903106,92.13799285888672,8837700,15,2,46,11,2000
2000-11-16,91.48809473074165,92.34428053101807,90.65253991360443,90.69380187988281,6684100,16,3,46,11,2000
2000-11-17,90.65258123224432,91.76665482954544,89.62103160511363,90.20901489257812,6551100,17,4,46,11,2000
2000-11-20,89.62098616668631,90.03360580833771,88.67196099088807,88.9195327758789,5458500,20,0,47,11,2000
2000-11-21,89.04334018104956,89.90984163786236,88.14589224363628,89.3734359741211,7684300,21,1,47,11,2000
2000-11-22,88.69262876101274,89.04335560189136,87.22782842557848,87.23814392089844,5736900,22,2,47,11,2000
2000-11-24,88.21813442190442,89.10526720491235,88.21813442190442,89.02274322509766,3411600,24,4,47,11,2000
2000-11-27,90.09554318113216,90.23996012692284,89.3321964676671,89.80670928955078,5992000,27,0,48,11,2000
2000-11-28,89.20841750278268,90.17807421476945,88.22844529385989,88.25939178466797,5336100,28,1,48,11,2000
2000-11-29,88.71326723478437,89.72418586141332,87.98086700528789,88.0943374633789,6914100,29,2,48,11,2000
2000-11-30,87.4754106038123,88.13560238195429,85.65988321392187,87.33099365234375,11201600,30,3,48,11,2000
2000-12-01,87.92924857629836,88.50691609392773,86.48507978222496,87.28968811035156,7587200,1,4,48,12,2000
2000-12-04,87.0627986817665,88.38318235845679,86.81522674238707,88.03245544433594,6996600,4,0,49,12,2000
2000-12-05,89.04336367806853,91.27151086927135,88.73389879040147,90.92078399658203,8883400,5,1,49,12,2000
2000-12-06,90.96204019689675,91.33339803848082,89.14651297137466,89.46629333496094,12888000,6,2,49,12,2000
2000-12-07,89.04335527507006,89.70354697312432,88.2387466430664,88.2387466430664,6529100,7,3,49,12,2000
2000-12-08,90.4875288923943,92.07611524093838,88.38316775536187,88.44506072998047,10276300,8,4,49,12,2000
2000-12-11,90.69384143027881,92.13801087980555,90.2605905954208,91.51908111572266,6405600,11,0,50,12,2000
2000-12-12,91.23026068879383,91.64288059240664,90.69385481409716,91.12710571289062,5022900,12,1,50,12,2000
2000-12-13,91.93168971651555,92.03484466458166,89.80669778635372,89.87890625,6070500,13,2,50,12,2000
2000-12-14,89.70354323485817,90.11616302894676,88.48631484229685,88.73388671875,7678400,14,3,50,12,2000
2000-12-15,88.15759526377674,88.15759526377674,86.46066502630498,86.72969055175781,9065300,15,4,50,12,2000
2000-12-18,87.45400057496929,88.3852428906043,87.25740497500189,87.88858032226562,7235400,18,0,51,12,2000
2000-12-19,87.72298762483418,89.37852879255928,86.0984878540039,86.0984878540039,9616600,19,1,51,12,2000
2000-12-20,85.1776152884606,85.38455798838397,83.50137941908127,83.60485076904297,9994300,20,2,51,12,2000
2000-12-21,83.43932457307798,85.33285091197597,83.12891041916029,84.18431854248047,14331500,21,3,51,12,2000
2000-12-22,85.42594725397151,86.82281049031916,85.32247590313095,86.70899200439453,10182900,22,4,51,12,2000
